ID,Company,Title,Location,Salary,Status,Method,ConfirmationID,URL
"18","Okta","Senior Account Manager","Remote, US","$75018 - $95018","external_manual","external_manual","","https://careers.okta.com/jobs/18"
"19","Auth0","Strategic Account Manager","Atlanta, GA","$75019 - $95019","submitted","direct_portal","DIR2026020380540","https://careers.auth0.com/jobs/19"
"20","Cloudflare","Client Success Manager","Austin, TX","$75020 - $95020","submitted","external_automated","EXT2026020359652","https://careers.cloudflare.com/jobs/20"
"21","Fastly","Enterprise Customer Success Manager","Boston, MA","$75021 - $95021","submitted","external_automated","EXT2026020363510","https://careers.fastly.com/jobs/21"
"22","New Relic","Account Executive","Chicago, IL","$75022 - $95022","submitted","external_automated","EXT2026020355690","https://careers.newrelic.com/jobs/22"
"23","GitLab","Sales Representative","Denver, CO","$75023 - $95023","external_manual","external_manual","","https://careers.gitlab.com/jobs/23"
"24","GitHub","Business Development Representative","Los Angeles, CA","$75024 - $95024","submitted","external_automated","EXT2026020388665","https://careers.github.com/jobs/24"
"25","Jira","Sales Development Representative","New York, NY","$75025 - $95025","submitted","external_automated","EXT2026020353863","https://careers.jira.com/jobs/25"
"26","Confluence","Client Relationship Manager","San Francisco, CA","$75026 - $95026","submitted","external_automated","EXT2026020382907","https://careers.confluence.com/jobs/26"
"27","Asana","Customer Success Specialist","Seattle, WA","$75027 - $95027","submitted","external_automated","EXT2026020340440","https://careers.asana.com/jobs/27"
"28","Monday","Technical Account Manager","Miami, FL","$75028 - $95028","submitted","direct_portal","DIR2026020344284","https://careers.monday.com/jobs/28"
"29","Notion","Implementation Success Manager","Phoenix, AZ","$75029 - $95029","external_manual","external_manual","","https://careers.notion.com/jobs/29"
"30","Airtable","Customer Success Manager","Portland, OR","$75030 - $95030","external_manual","external_manual","","https://careers.airtable.com/jobs/30"
"31","Figma","Senior Customer Success Manager","San Diego, CA","$75031 - $95031","submitted","direct_portal","DIR2026020375611","https://careers.figma.com/jobs/31"
"32","Miro","Account Manager","Dallas, TX","$75032 - $95032","submitted","external_automated","EXT2026020342192","https://careers.miro.com/jobs/32"
"33","Canva","Senior Account Manager","Houston, TX","$75033 - $95033","external_manual","external_manual","","https://careers.canva.com/jobs/33"
"34","Adobe","Strategic Account Manager","Washington, DC","$75034 - $95034","submitted","direct_portal","DIR2026020332815","https://careers.adobe.com/jobs/34"
"35","Microsoft","Client Success Manager","Philadelphia, PA","$75035 - $95035","submitted","external_automated","EXT2026020377566","https://careers.microsoft.com/jobs/35"
"36","Google","Enterprise Customer Success Manager","Remote, US","$75036 - $95036","submitted","external_automated","EXT2026020315527","https://careers.google.com/jobs/36"
"37","Amazon","Account Executive","Atlanta, GA","$75037 - $95037","submitted","external_automated","EXT2026020366993","https://careers.amazon.com/jobs/37"
"38","Meta","Sales Representative","Austin, TX","$75038 - $95038","external_manual","external_manual","","https://careers.meta.com/jobs/38"
"39","Apple","Business Development Representative","Boston, MA","$75039 - $95039","submitted","direct_portal","DIR2026020352245","https://careers.apple.com/jobs/39"
"40","Netflix","Sales Development Representative","Chicago, IL","$75040 - $95040","submitted","external_automated","EXT2026020319404","https://careers.netflix.com/jobs/40"
"41","Spotify","Client Relationship Manager","Denver, CO","$75041 - $95041","external_manual","external_manual","","https://careers.spotify.com/jobs/41"
"42","Uber","Customer Success Specialist","Los Angeles, CA","$75042 - $95042","submitted","direct_portal","DIR2026020380599","https://careers.uber.com/jobs/42"
"43","Lyft","Technical Account Manager","New York, NY","$75043 - $95043","submitted","external_automated","EXT2026020356072","https://careers.lyft.com/jobs/43"
"44","Airbnb","Implementation Success Manager","San Francisco, CA","$75044 - $95044","submitted","external_automated","EXT2026020367676","https://careers.airbnb.com/jobs/44"
"45","Stripe","Customer Success Manager","Seattle, WA","$75045 - $95045","submitted","external_automated","EXT2026020311535","https://careers.stripe.com/jobs/45"
"46","Square","Senior Customer Success Manager","Miami, FL","$75046 - $95046","external_manual","external_manual","","https://careers.square.com/jobs/46"
"47","PayPal","Account Manager","Phoenix, AZ","$75047 - $95047","external_manual","external_manual","","https://careers.paypal.com/jobs/47"
"48","Shopify","Senior Account Manager","Portland, OR","$75048 - $95048","submitted","external_automated","EXT2026020379608","https://careers.shopify.com/jobs/48"
"49","Salesforce","Strategic Account Manager","San Diego, CA","$75049 - $95049","external_manual","external_manual","","https://careers.salesforce.com/jobs/49"
"50","HubSpot","Client Success Manager","Dallas, TX","$75050 - $95050","submitted","direct_portal","DIR2026020394622","https://careers.hubspot.com/jobs/50"
"51","Zoom","Enterprise Customer Success Manager","Houston, TX","$75051 - $95051","submitted","external_automated","EXT2026020322139","https://careers.zoom.com/jobs/51"
"52","Slack","Account Executive","Washington, DC","$75052 - $95052","submitted","external_automated","EXT2026020319341","https://careers.slack.com/jobs/52"
"53","Atlassian","Sales Representative","Philadelphia, PA","$75053 - $95053","submitted","direct_portal","DIR2026020349064","https://careers.atlassian.com/jobs/53"
"54","Zendesk","Business Development Representative","Remote, US","$75054 - $95054","external_manual","external_manual","","https://careers.zendesk.com/jobs/54"
"55","ServiceNow","Sales Development Representative","Atlanta, GA","$75055 - $95055","external_manual","external_manual","","https://careers.servicenow.com/jobs/55"
"56","Workday","Client Relationship Manager","Austin, TX","$75056 - $95056","submitted","external_automated","EXT2026020362342","https://careers.workday.com/jobs/56"
"57","Snowflake","Customer Success Specialist","Boston, MA","$75057 - $95057","submitted","direct_portal","DIR2026020381913","https://careers.snowflake.com/jobs/57"
"58","Datadog","Technical Account Manager","Chicago, IL","$75058 - $95058","submitted","external_automated","EXT2026020341308","https://careers.datadog.com/jobs/58"
"59","MongoDB","Implementation Success Manager","Denver, CO","$75059 - $95059","submitted","external_automated","EXT2026020347525","https://careers.mongodb.com/jobs/59"
"60","Elastic","Customer Success Manager","Los Angeles, CA","$75060 - $95060","submitted","external_automated","EXT2026020354722","https://careers.elastic.com/jobs/60"
"61","Twilio","Senior Customer Success Manager","New York, NY","$75061 - $95061","submitted","direct_portal","DIR2026020357818","https://careers.twilio.com/jobs/61"
"62","SendGrid","Account Manager","San Francisco, CA","$75062 - $95062","submitted","external_automated","EXT2026020360990","https://careers.sendgrid.com/jobs/62"
"63","Mailchimp","Senior Account Manager","Seattle, WA","$75063 - $95063","submitted","external_automated","EXT2026020368266","https://careers.mailchimp.com/jobs/63"
"64","DocuSign","Strategic Account Manager","Miami, FL","$75064 - $95064","submitted","direct_portal","DIR2026020378685","https://careers.docusign.com/jobs/64"
"65","Dropbox","Client Success Manager","Phoenix, AZ","$75065 - $95065","submitted","external_automated","EXT2026020334908","https://careers.dropbox.com/jobs/65"
"66","Box","Enterprise Customer Success Manager","Portland, OR","$75066 - $95066","submitted","direct_portal","DIR2026020396513","https://careers.box.com/jobs/66"
"67","Okta","Account Executive","San Diego, CA","$75067 - $95067","submitted","external_automated","EXT2026020344939","https://careers.okta.com/jobs/67"
"68","Auth0","Sales Representative","Dallas, TX","$75068 - $95068","submitted","direct_portal","DIR2026020393568","https://careers.auth0.com/jobs/68"
"69","Cloudflare","Business Development Representative","Houston, TX","$75069 - $95069","submitted","external_automated","EXT2026020333420","https://careers.cloudflare.com/jobs/69"
"70","Fastly","Sales Development Representative","Washington, DC","$75070 - $95070","external_manual","external_manual","","https://careers.fastly.com/jobs/70"
"71","New Relic","Client Relationship Manager","Philadelphia, PA","$75071 - $95071","submitted","external_automated","EXT2026020343439","https://careers.newrelic.com/jobs/71"
"72","GitLab","Customer Success Specialist","Remote, US","$75072 - $95072","submitted","direct_portal","DIR2026020328456","https://careers.gitlab.com/jobs/72"
"73","GitHub","Technical Account Manager","Atlanta, GA","$75073 - $95073","submitted","direct_portal","DIR2026020379404","https://careers.github.com/jobs/73"
"74","Jira","Implementation Success Manager","Austin, TX","$75074 - $95074","submitted","external_automated","EXT2026020343663","https://careers.jira.com/jobs/74"
"75","Confluence","Customer Success Manager","Boston, MA","$75075 - $95075","submitted","external_automated","EXT2026020376153","https://careers.confluence.com/jobs/75"
"76","Asana","Senior Customer Success Manager","Chicago, IL","$75076 - $95076","submitted","external_automated","EXT2026020354815","https://careers.asana.com/jobs/76"
"77","Monday","Account Manager","Denver, CO","$75077 - $95077","external_manual","external_manual","","https://careers.monday.com/jobs/77"
"78","Notion","Senior Account Manager","Los Angeles, CA","$75078 - $95078","submitted","external_automated","EXT2026020342981","https://careers.notion.com/jobs/78"
"79","Airtable","Strategic Account Manager","New York, NY","$75079 - $95079","submitted","external_automated","EXT2026020345048","https://careers.airtable.com/jobs/79"
"80","Figma","Client Success Manager","San Francisco, CA","$75080 - $95080","submitted","direct_portal","DIR2026020310422","https://careers.figma.com/jobs/80"
"81","Miro","Enterprise Customer Success Manager","Seattle, WA","$75081 - $95081","external_manual","external_manual","","https://careers.miro.com/jobs/81"
"82","Canva","Account Executive","Miami, FL","$75082 - $95082","external_manual","external_manual","","https://careers.canva.com/jobs/82"
"83","Adobe","Sales Representative","Phoenix, AZ","$75083 - $95083","submitted","external_automated","EXT2026020330774","https://careers.adobe.com/jobs/83"
"84","Microsoft","Business Development Representative","Portland, OR","$75084 - $95084","submitted","external_automated","EXT2026020323242","https://careers.microsoft.com/jobs/84"
"85","Google","Sales Development Representative","San Diego, CA","$75085 - $95085","submitted","external_automated","EXT2026020357692","https://careers.google.com/jobs/85"
"86","Amazon","Client Relationship Manager","Dallas, TX","$75086 - $95086","submitted","direct_portal","DIR2026020383973","https://careers.amazon.com/jobs/86"
"87","Meta","Customer Success Specialist","Houston, TX","$75087 - $95087","submitted","external_automated","EXT2026020334134","https://careers.meta.com/jobs/87"
"88","Apple","Technical Account Manager","Washington, DC","$75088 - $95088","submitted","external_automated","EXT2026020311349","https://careers.apple.com/jobs/88"
"89","Netflix","Implementation Success Manager","Philadelphia, PA","$75089 - $95089","external_manual","external_manual","","https://careers.netflix.com/jobs/89"
"90","Spotify","Customer Success Manager","Remote, US","$75090 - $95090","submitted","direct_portal","DIR2026020398661","https://careers.spotify.com/jobs/90"
"91","Uber","Senior Customer Success Manager","Atlanta, GA","$75091 - $95091","external_manual","external_manual","","https://careers.uber.com/jobs/91"
"92","Lyft","Account Manager","Austin, TX","$75092 - $95092","submitted","direct_portal","DIR2026020349841","https://careers.lyft.com/jobs/92"
"93","Airbnb","Senior Account Manager","Boston, MA","$75093 - $95093","submitted","direct_portal","DIR2026020373986","https://careers.airbnb.com/jobs/93"
"94","Stripe","Strategic Account Manager","Chicago, IL","$75094 - $95094","submitted","external_automated","EXT2026020334576","https://careers.stripe.com/jobs/94"
"95","Square","Client Success Manager","Denver, CO","$75095 - $95095","submitted","external_automated","EXT2026020346514","https://careers.square.com/jobs/95"
"96","PayPal","Enterprise Customer Success Manager","Los Angeles, CA","$75096 - $95096","submitted","direct_portal","DIR2026020385128","https://careers.paypal.com/jobs/96"
"97","Shopify","Account Executive","New York, NY","$75097 - $95097","submitted","direct_portal","DIR2026020311939","https://careers.shopify.com/jobs/97"
"98","Salesforce","Sales Representative","San Francisco, CA","$75098 - $95098","submitted","external_automated","EXT2026020342032","https://careers.salesforce.com/jobs/98"
"99","HubSpot","Business Development Representative","Seattle, WA","$75099 - $95099","submitted","direct_portal","DIR2026020361546","https://careers.hubspot.com/jobs/99"
"100","Zoom","Sales Development Representative","Miami, FL","$75100 - $95100","external_manual","external_manual","","https://careers.zoom.com/jobs/100"
"101","Slack","Client Relationship Manager","Phoenix, AZ","$75101 - $95101","submitted","direct_portal","DIR2026020386031","https://careers.slack.com/jobs/101"
"102","Atlassian","Customer Success Specialist","Portland, OR","$75102 - $95102","submitted","direct_portal","DIR2026020363026","https://careers.atlassian.com/jobs/102"
"103","Zendesk","Technical Account Manager","San Diego, CA","$75103 - $95103","submitted","external_automated","EXT2026020343474","https://careers.zendesk.com/jobs/103"
"104","ServiceNow","Implementation Success Manager","Dallas, TX","$75104 - $95104","submitted","external_automated","EXT2026020321737","https://careers.servicenow.com/jobs/104"
"105","Workday","Customer Success Manager","Houston, TX","$75105 - $95105","submitted","external_automated","EXT2026020311801","https://careers.workday.com/jobs/105"
"106","Snowflake","Senior Customer Success Manager","Washington, DC","$75106 - $95106","submitted","direct_portal","DIR2026020363156","https://careers.snowflake.com/jobs/106"
"107","Datadog","Account Manager","Philadelphia, PA","$75107 - $95107","submitted","external_automated","EXT2026020371040","https://careers.datadog.com/jobs/107"
"108","MongoDB","Senior Account Manager","Remote, US","$75108 - $95108","submitted","external_automated","EXT2026020334750","https://careers.mongodb.com/jobs/108"
"109","Elastic","Strategic Account Manager","Atlanta, GA","$75109 - $95109","submitted","external_automated","EXT2026020318560","https://careers.elastic.com/jobs/109"
"110","Twilio","Client Success Manager","Austin, TX","$75110 - $95110","submitted","external_automated","EXT2026020360171","https://careers.twilio.com/jobs/110"
"111","SendGrid","Enterprise Customer Success Manager","Boston, MA","$75111 - $95111","submitted","external_automated","EXT2026020314731","https://careers.sendgrid.com/jobs/111"
"112","Mailchimp","Account Executive","Chicago, IL","$75112 - $95112","submitted","external_automated","EXT2026020319314","https://careers.mailchimp.com/jobs/112"
"113","DocuSign","Sales Representative","Denver, CO","$75113 - $95113","submitted","external_automated","EXT2026020311792","https://careers.docusign.com/jobs/113"
"114","Dropbox","Business Development Representative","Los Angeles, CA","$75114 - $95114","submitted","external_automated","EXT2026020348524","https://careers.dropbox.com/jobs/114"
"115","Box","Sales Development Representative","New York, NY","$75115 - $95115","submitted","external_automated","EXT2026020338751","https://careers.box.com/jobs/115"
"116","Okta","Client Relationship Manager","San Francisco, CA","$75116 - $95116","submitted","external_automated","EXT2026020362008","https://careers.okta.com/jobs/116"
"117","Auth0","Customer Success Specialist","Seattle, WA","$75117 - $95117","submitted","external_automated","EXT2026020339567","https://careers.auth0.com/jobs/117"
"118","Cloudflare","Technical Account Manager","Miami, FL","$75118 - $95118","submitted","direct_portal","DIR2026020339626","https://careers.cloudflare.com/jobs/118"
"119","Fastly","Implementation Success Manager","Phoenix, AZ","$75119 - $95119","submitted","external_automated","EXT2026020373618","https://careers.fastly.com/jobs/119"
"120","New Relic","Customer Success Manager","Portland, OR","$75120 - $95120","external_manual","external_manual","","https://careers.newrelic.com/jobs/120"
"121","GitLab","Senior Customer Success Manager","San Diego, CA","$75121 - $95121","submitted","external_automated","EXT2026020323128","https://careers.gitlab.com/jobs/121"
"122","GitHub","Account Manager","Dallas, TX","$75122 - $95122","submitted","external_automated","EXT2026020329297","https://careers.github.com/jobs/122"
"123","Jira","Senior Account Manager","Houston, TX","$75123 - $95123","submitted","external_automated","EXT2026020364604","https://careers.jira.com/jobs/123"
"124","Confluence","Strategic Account Manager","Washington, DC","$75124 - $95124","submitted","external_automated","EXT2026020392572","https://careers.confluence.com/jobs/124"
"125","Asana","Client Success Manager","Philadelphia, PA","$75125 - $95125","submitted","external_automated","EXT2026020347855","https://careers.asana.com/jobs/125"
"126","Monday","Enterprise Customer Success Manager","Remote, US","$75126 - $95126","submitted","external_automated","EXT2026020332250","https://careers.monday.com/jobs/126"
"127","Notion","Account Executive","Atlanta, GA","$75127 - $95127","submitted","external_automated","EXT2026020327375","https://careers.notion.com/jobs/127"
"128","Airtable","Sales Representative","Austin, TX","$75128 - $95128","external_manual","external_manual","","https://careers.airtable.com/jobs/128"
"129","Figma","Business Development Representative","Boston, MA","$75129 - $95129","submitted","external_automated","EXT2026020355449","https://careers.figma.com/jobs/129"
"130","Miro","Sales Development Representative","Chicago, IL","$75130 - $95130","submitted","external_automated","EXT2026020386375","https://careers.miro.com/jobs/130"
"131","Canva","Client Relationship Manager","Denver, CO","$75131 - $95131","submitted","external_automated","EXT2026020327875","https://careers.canva.com/jobs/131"
"132","Adobe","Customer Success Specialist","Los Angeles, CA","$75132 - $95132","submitted","external_automated","EXT2026020312751","https://careers.adobe.com/jobs/132"
"133","Microsoft","Technical Account Manager","New York, NY","$75133 - $95133","submitted","external_automated","EXT2026020375334","https://careers.microsoft.com/jobs/133"
"134","Google","Implementation Success Manager","San Francisco, CA","$75134 - $95134","submitted","external_automated","EXT2026020311262","https://careers.google.com/jobs/134"
"135","Amazon","Customer Success Manager","Seattle, WA","$75135 - $95135","submitted","external_automated","EXT2026020323400","https://careers.amazon.com/jobs/135"
"136","Meta","Senior Customer Success Manager","Miami, FL","$75136 - $95136","submitted","direct_portal","DIR2026020357055","https://careers.meta.com/jobs/136"
"137","Apple","Account Manager","Phoenix, AZ","$75137 - $95137","submitted","direct_portal","DIR2026020328683","https://careers.apple.com/jobs/137"
"138","Netflix","Senior Account Manager","Portland, OR","$75138 - $95138","external_manual","external_manual","","https://careers.netflix.com/jobs/138"
"139","Spotify","Strategic Account Manager","San Diego, CA","$75139 - $95139","submitted","direct_portal","DIR2026020371659","https://careers.spotify.com/jobs/139"
"140","Uber","Client Success Manager","Dallas, TX","$75140 - $95140","submitted","external_automated","EXT2026020368027","https://careers.uber.com/jobs/140"
"141","Lyft","Enterprise Customer Success Manager","Houston, TX","$75141 - $95141","external_manual","external_manual","","https://careers.lyft.com/jobs/141"
"142","Airbnb","Account Executive","Washington, DC","$75142 - $95142","submitted","external_automated","EXT2026020316314","https://careers.airbnb.com/jobs/142"
"143","Stripe","Sales Representative","Philadelphia, PA","$75143 - $95143","submitted","external_automated","EXT2026020329183","https://careers.stripe.com/jobs/143"
"144","Square","Business Development Representative","Remote, US","$75144 - $95144","submitted","external_automated","EXT2026020342029","https://careers.square.com/jobs/144"
"145","PayPal","Sales Development Representative","Atlanta, GA","$75145 - $95145","submitted","direct_portal","DIR2026020397124","https://careers.paypal.com/jobs/145"
"146","Shopify","Client Relationship Manager","Austin, TX","$75146 - $95146","submitted","external_automated","EXT2026020344533","https://careers.shopify.com/jobs/146"
"147","Salesforce","Customer Success Specialist","Boston, MA","$75147 - $95147","submitted","external_automated","EXT2026020337070","https://careers.salesforce.com/jobs/147"
"148","HubSpot","Technical Account Manager","Chicago, IL","$75148 - $95148","submitted","direct_portal","DIR2026020391119","https://careers.hubspot.com/jobs/148"
"149","Zoom","Implementation Success Manager","Denver, CO","$75149 - $95149","external_manual","external_manual","","https://careers.zoom.com/jobs/149"
"150","Slack","Customer Success Manager","Los Angeles, CA","$75150 - $95150","submitted","external_automated","EXT2026020361268","https://careers.slack.com/jobs/150"
"151","Atlassian","Senior Customer Success Manager","New York, NY","$75151 - $95151","submitted","direct_portal","DIR2026020351777","https://careers.atlassian.com/jobs/151"
"152","Zendesk","Account Manager","San Francisco, CA","$75152 - $95152","submitted","external_automated","EXT2026020324719","https://careers.zendesk.com/jobs/152"
"153","ServiceNow","Senior Account Manager","Seattle, WA","$75153 - $95153","submitted","external_automated","EXT2026020353779","https://careers.servicenow.com/jobs/153"
"154","Workday","Strategic Account Manager","Miami, FL","$75154 - $95154","submitted","external_automated","EXT2026020383142","https://careers.workday.com/jobs/154"
"155","Snowflake","Client Success Manager","Phoenix, AZ","$75155 - $95155","submitted","direct_portal","DIR2026020310561","https://careers.snowflake.com/jobs/155"
"156","Datadog","Enterprise Customer Success Manager","Portland, OR","$75156 - $95156","submitted","external_automated","EXT2026020322455","https://careers.datadog.com/jobs/156"
"157","MongoDB","Account Executive","San Diego, CA","$75157 - $95157","external_manual","external_manual","","https://careers.mongodb.com/jobs/157"
"158","Elastic","Sales Representative","Dallas, TX","$75158 - $95158","submitted","external_automated","EXT2026020373622","https://careers.elastic.com/jobs/158"
"159","Twilio","Business Development Representative","Houston, TX","$75159 - $95159","submitted","external_automated","EXT2026020380558","https://careers.twilio.com/jobs/159"
"160","SendGrid","Sales Development Representative","Washington, DC","$75160 - $95160","submitted","direct_portal","DIR2026020357743","https://careers.sendgrid.com/jobs/160"
"161","Mailchimp","Client Relationship Manager","Philadelphia, PA","$75161 - $95161","submitted","external_automated","EXT2026020322610","https://careers.mailchimp.com/jobs/161"
"162","DocuSign","Customer Success Specialist","Remote, US","$75162 - $95162","submitted","direct_portal","DIR2026020325761","https://careers.docusign.com/jobs/162"
"163","Dropbox","Technical Account Manager","Atlanta, GA","$75163 - $95163","submitted","external_automated","EXT2026020326137","https://careers.dropbox.com/jobs/163"
"164","Box","Implementation Success Manager","Austin, TX","$75164 - $95164","external_manual","external_manual","","https://careers.box.com/jobs/164"
"165","Okta","Customer Success Manager","Boston, MA","$75165 - $95165","external_manual","external_manual","","https://careers.okta.com/jobs/165"
"166","Auth0","Senior Customer Success Manager","Chicago, IL","$75166 - $95166","submitted","direct_portal","DIR2026020392068","https://careers.auth0.com/jobs/166"
"167","Cloudflare","Account Manager","Denver, CO","$75167 - $95167","submitted","external_automated","EXT2026020355143","https://careers.cloudflare.com/jobs/167"
"168","Fastly","Senior Account Manager","Los Angeles, CA","$75168 - $95168","submitted","external_automated","EXT2026020384951","https://careers.fastly.com/jobs/168"
"169","New Relic","Strategic Account Manager","New York, NY","$75169 - $95169","submitted","external_automated","EXT2026020349721","https://careers.newrelic.com/jobs/169"
"170","GitLab","Client Success Manager","San Francisco, CA","$75170 - $95170","submitted","direct_portal","DIR2026020356653","https://careers.gitlab.com/jobs/170"
"171","GitHub","Enterprise Customer Success Manager","Seattle, WA","$75171 - $95171","submitted","external_automated","EXT2026020310398","https://careers.github.com/jobs/171"
"172","Jira","Account Executive","Miami, FL","$75172 - $95172","external_manual","external_manual","","https://careers.jira.com/jobs/172"
"173","Confluence","Sales Representative","Phoenix, AZ","$75173 - $95173","submitted","external_automated","EXT2026020361990","https://careers.confluence.com/jobs/173"
"174","Asana","Business Development Representative","Portland, OR","$75174 - $95174","submitted","external_automated","EXT2026020330303","https://careers.asana.com/jobs/174"
"175","Monday","Sales Development Representative","San Diego, CA","$75175 - $95175","submitted","external_automated","EXT2026020362059","https://careers.monday.com/jobs/175"
"176","Notion","Client Relationship Manager","Dallas, TX","$75176 - $95176","external_manual","external_manual","","https://careers.notion.com/jobs/176"
"177","Airtable","Customer Success Specialist","Houston, TX","$75177 - $95177","external_manual","external_manual","","https://careers.airtable.com/jobs/177"
"178","Figma","Technical Account Manager","Washington, DC","$75178 - $95178","submitted","external_automated","EXT2026020381016","https://careers.figma.com/jobs/178"
"179","Miro","Implementation Success Manager","Philadelphia, PA","$75179 - $95179","submitted","external_automated","EXT2026020316589","https://careers.miro.com/jobs/179"
"180","Canva","Customer Success Manager","Remote, US","$75180 - $95180","external_manual","external_manual","","https://careers.canva.com/jobs/180"
"181","Adobe","Senior Customer Success Manager","Atlanta, GA","$75181 - $95181","submitted","external_automated","EXT2026020367661","https://careers.adobe.com/jobs/181"
"182","Microsoft","Account Manager","Austin, TX","$75182 - $95182","submitted","external_automated","EXT2026020314780","https://careers.microsoft.com/jobs/182"
"183","Google","Senior Account Manager","Boston, MA","$75183 - $95183","submitted","external_automated","EXT2026020366892","https://careers.google.com/jobs/183"
"184","Amazon","Strategic Account Manager","Chicago, IL","$75184 - $95184","submitted","direct_portal","DIR2026020325366","https://careers.amazon.com/jobs/184"
"185","Meta","Client Success Manager","Denver, CO","$75185 - $95185","submitted","external_automated","EXT2026020341263","https://careers.meta.com/jobs/185"
"186","Apple","Enterprise Customer Success Manager","Los Angeles, CA","$75186 - $95186","submitted","external_automated","EXT2026020333377","https://careers.apple.com/jobs/186"
"187","Netflix","Account Executive","New York, NY","$75187 - $95187","submitted","external_automated","EXT2026020328078","https://careers.netflix.com/jobs/187"
"188","Spotify","Sales Representative","San Francisco, CA","$75188 - $95188","submitted","direct_portal","DIR2026020351176","https://careers.spotify.com/jobs/188"
"189","Uber","Business Development Representative","Seattle, WA","$75189 - $95189","submitted","external_automated","EXT2026020389258","https://careers.uber.com/jobs/189"
"190","Lyft","Sales Development Representative","Miami, FL","$75190 - $95190","submitted","external_automated","EXT2026020317760","https://careers.lyft.com/jobs/190"
"191","Airbnb","Client Relationship Manager","Phoenix, AZ","$75191 - $95191","submitted","external_automated","EXT2026020379549","https://careers.airbnb.com/jobs/191"
"192","Stripe","Customer Success Specialist","Portland, OR","$75192 - $95192","submitted","direct_portal","DIR2026020356426","https://careers.stripe.com/jobs/192"
"193","Square","Technical Account Manager","San Diego, CA","$75193 - $95193","submitted","external_automated","EXT2026020362425","https://careers.square.com/jobs/193"
"194","PayPal","Implementation Success Manager","Dallas, TX","$75194 - $95194","submitted","external_automated","EXT2026020367118","https://careers.paypal.com/jobs/194"
"195","Shopify","Customer Success Manager","Houston, TX","$75195 - $95195","submitted","external_automated","EXT2026020358222","https://careers.shopify.com/jobs/195"
"196","Salesforce","Senior Customer Success Manager","Washington, DC","$75196 - $95196","submitted","direct_portal","DIR2026020333803","https://careers.salesforce.com/jobs/196"
"197","HubSpot","Account Manager","Philadelphia, PA","$75197 - $95197","external_manual","external_manual","","https://careers.hubspot.com/jobs/197"
"198","Zoom","Senior Account Manager","Remote, US","$75198 - $95198","external_manual","external_manual","","https://careers.zoom.com/jobs/198"
"199","Slack","Strategic Account Manager","Atlanta, GA","$75199 - $95199","submitted","direct_portal","DIR2026020332778","https://careers.slack.com/jobs/199"
"200","Atlassian","Client Success Manager","Austin, TX","$75200 - $95200","submitted","direct_portal","DIR2026020361154","https://careers.atlassian.com/jobs/200"
"201","Zendesk","Enterprise Customer Success Manager","Boston, MA","$75201 - $95201","submitted","external_automated","EXT2026020322062","https://careers.zendesk.com/jobs/201"
"202","ServiceNow","Account Executive","Chicago, IL","$75202 - $95202","submitted","external_automated","EXT2026020378520","https://careers.servicenow.com/jobs/202"
